name,symbol,price,volume,mkt_cap,coingecko_rank,vol / mkt_cap,dominance,num_holders,whitepaper,coingecko_likes,fully_diluted_valuation,meme_coin
YfDAI.finance,YF-DAI,0.000871984006,365693.0,3577492.0,1264.0,0.102,2.3511e-06,,1.0,1607.0,8719840.06,-1
XVIX,XVIX,0.037833678723,,3560844.0,1265.0,,2.3402e-06,,1.0,1891.0,3783367.8723,-1
BasketDAO,BASK,448.21,35791.0,3556918.0,1266.0,0.01,2.3376e-06,,,4988.0,4482144.0,-1
Ideaology,IDEA,17.12,313630.0,3556199.0,1267.0,0.088,2.3371e-06,,1.0,128.0,17102880.0,-1
DAEX,DAX,133.12,43135.0,3549788.0,1268.0,0.012,2.3329e-06,,1.0,622.0,3190487.04,-1
sDEFI,SDEFI,0.038462812191,12998.0,3542510.0,1269.0,0.004,2.3281e-06,,,3825.0,5018678.0,-1
Wings,WINGS,,9438.39,3541261.0,1272.0,0.003,2.3273e-06,11291.0,1.0,558.0,,-1
Electronic Gulden,EFL,0.006268927218,78.66,3540029.0,1270.0,0.0,2.3265e-06,,1.0,352.0,6268927.217999999,-1
Yggdrash,YEED,0.155341,4005.22,3535684.0,1297.0,0.001,2.3236e-06,,1.0,1246.0,78373941.0,-1
Stream Protocol,STPL,158.0,366564.0,3531873.0,1271.0,0.104,2.3211e-06,,,321.0,2943996.0,-1
Unicly Mystic Axies Collection,UAXIE,0.062956622384,19513.79,3521087.0,1273.0,0.006,2.314e-06,,,1114.0,27141174.0,-1
Gains Farm,GFARM2,3.18,127004.0,3516117.0,1274.0,0.036,2.3108e-06,,,763.0,3268419.0,-1
VeriBlock,VBK,0.000351646874,15630.68,3492503.0,1275.0,0.004,2.2953e-06,,1.0,1827.0,,-1
Bitcoin Pro,BTCP,0.093293721638,5104.59,3491972.0,1279.0,0.001,2.2949e-06,,,1160.0,1931180.0379066,-1
AntiMatter,MATTER,58.09,145880.0,3489292.0,1276.0,0.042,2.2931e-06,,,126.0,4025230.37,-1
Faceter,FACE,0.012018031149,1155.18,3485323.0,1277.0,0.0,2.2905e-06,18855.0,1.0,1438.0,18748129.0,-1
Cube,AUTO,0.010958607437,81300.0,3481891.0,1281.0,0.023,2.2883e-06,11088.0,1.0,1261.0,3835512.60295,-1
Rocki,ROCKS,6.6493752e-05,395007.0,3479889.0,1278.0,0.114,2.287e-06,,1.0,2652.0,6649375.2,-1
BeeKan / Beenews,BKBT,0.794724,70697.0,3476313.0,1280.0,0.02,2.2846e-06,,,1257.0,3178896.0,-1
Argon,ARGON,0.000832925318,155512.0,3459456.0,1282.0,0.045,2.2735e-06,,1.0,292.0,8329253.18,-1
Serey Coin,SRY,0.066384281686,5.11,3442816.0,1283.0,0.0,2.2626e-06,,,430.0,6637598.298694643,-1
Offshift,XFT,0.094615874709,82853.0,3441400.0,1284.0,0.024,2.2617e-06,4405.0,,3550.0,37846349.8836,-1
Centaur,CNTR,0.089382664524,719103.0,3439200.0,1285.0,0.209,2.2602e-06,,1.0,7677.0,8938266.452399999,-1
Auric Network,AUSCM,10.05,406505.0,3438677.0,1286.0,0.118,2.2599e-06,,,11609.0,8043226.0,-1
Gains,GAINS,0.003252746834,22215.0,3432263.0,1287.0,0.006,2.2557e-06,,1.0,3964.0,3252746.8340000003,-1
Monavale,MONA,1.2635e-07,13115.21,3428561.0,1288.0,0.004,2.2532e-06,,,233.0,0.0027338349499999,-1
Total Crypto Market Cap,TCAP,0.891301,55968.0,3416763.0,1289.0,0.016,2.2455e-06,,,7836.0,8913010.0,-1
TERA,TERA,0.119119,95939.0,3393282.0,1290.0,0.028,2.23e-06,,,2902.0,14294274.0,-1
UniDex,UNIDX,0.853594,55310.0,3376854.0,1291.0,0.016,2.2192e-06,,,3281.0,8535939.0,-1
B20,B20,0.001945231821,174381.0,3375092.0,1292.0,0.052,2.2181e-06,,,3171.0,1945231.821,-1
Power Index Pool Token,PIPT,0.031459064978,35047.0,3373796.0,1293.0,0.01,2.2172e-06,,,101.0,3145906.0,-1
Ternio,TERN,0.001941433697,6713.27,3369196.0,1294.0,0.002,2.2142e-06,,,1872.0,11648602.182,-1
BlackHat Coin,BLKC,192.24,162951.0,3358712.0,1295.0,0.049,2.2073e-06,,,180.0,3174651.3600000003,-1
SakeToken,SAKE,0.015054699212,12859.22,3353997.0,1296.0,0.004,2.2042e-06,,,249.0,150546992.0,-1
WorldCoin,WDC,0.022982407804,632.98,3344565.0,1243.0,0.0,2.198e-06,,1.0,720.0,2820113.874556553,-1
ElasticDAO,EGT,0.00047748,2611.35,3343068.0,1298.0,0.001,2.197e-06,,1.0,559.0,4774800.0,-1
Idena,IDNA,28.12,14378.94,3318990.0,1299.0,0.004,2.1812e-06,,1.0,605.0,59052000.0,-1
ToaCoin,TOA,0.007880327367,,3298775.0,1300.0,,2.1679e-06,,1.0,967.0,7880327.367,-1
Medicalchain,MTN,0.010571607066,214535.0,3287655.0,1304.0,0.065,2.1606e-06,,1.0,1364.0,52858035.330000006,-1
Dify.Finance,YFIII,0.091335356325,669496.0,3287646.0,1301.0,0.204,2.1606e-06,,,400.0,8258062.951609013,-1
OctoFi,OCTO,0.147831,46666.0,3283238.0,1302.0,0.014,2.1577e-06,,,1222.0,3104451.0,-1
Digitex Token,DGTX,0.789838,151577.0,3250304.0,1303.0,0.047,2.1361e-06,,,8003.0,3041948.0,-1
Mirrored GameStop,MGME,0.356114,198971.0,3248312.0,1305.0,0.061,2.1348e-06,,,631.0,3549385.032974,-1
Battle Pets,PET,3.36,347391.0,3226926.0,1306.0,0.108,2.1207e-06,,,3437.0,36960000.0,-1
BlackCoin,BLK,4.8873083e-05,5186.8,3223505.0,1307.0,0.002,2.1185e-06,,1.0,978.0,4887308.3,-1
MahaDAO,MAHA,0.3635,377344.0,3211447.0,1308.0,0.117,2.1105e-06,,,107.0,3634998.0,-1
BlockBank,BBANK,0.083206062116,71208.0,3209162.0,1309.0,0.022,2.109e-06,,,1543.0,,-1
SunContract,SNC,0.000489393445,245764.0,3205789.0,1312.0,0.077,2.1068e-06,3619.0,1.0,569.0,3523632.804,-1
Cryptopay,CPAY,0.031031839599,,3197887.0,1310.0,,2.1016e-06,,1.0,7606.0,3103183.9599,-1
oneETH,ONEETH,0.000909296595,,3170466.0,1311.0,,2.0836e-06,,1.0,2792.0,8907328.21903794,-1
Amoveo,VEO,43.35,816.13,3166401.0,1313.0,0.0,2.0809e-06,,1.0,243.0,,-1
Coldstack,CLS,0.098676163358,20141.0,3165365.0,1314.0,0.006,2.0803e-06,,,3154.0,1486961.9600196714,-1
Twinci,TWIN,2.44,165749.0,3161100.0,1315.0,0.052,2.0775e-06,,,361.0,2804706.8,-1
GROWTH DeFi,GRO,0.547912,17762.33,3146968.0,1316.0,0.006,2.0682e-06,,,2853.0,54791199.99999999,-1
HappyCoin,HAPPY,4.793e-09,64635.0,3132539.0,1317.0,0.021,2.0587e-06,,,6774.0,4793000.0,-1
EarnBet,BET,0.000343025459,2025.46,3127757.0,1318.0,0.001,2.0555e-06,,,389.0,3028900.3331270632,-1
Unicly Hashmasks Collection,UMASK,10.26,,3118910.0,1319.0,,2.0497e-06,,,264.0,10260000.0,-1
Bird.Money,BIRD,0.102948,124823.0,3113836.0,1320.0,0.04,2.0464e-06,,,2465.0,0.0,-1
World Token,WORLD,1.33,99474.0,3112050.0,1321.0,0.032,2.0452e-06,,,161.0,27930000.0,-1
42-coin,42,1.61,2711.73,3103340.0,1322.0,0.001,2.0395e-06,,,544.0,16099684.44,-1
BSC Station,BSCS,0.193149,684449.0,3098081.0,1323.0,0.221,2.036e-06,,,1273.0,3476687.0,-1
Carbon,CRBN,188.97,85333.0,3097566.0,1324.0,0.028,2.0357e-06,,,5113.0,5692043.0,-1
Raze Network,RAZE,1.46,716839.0,3088127.0,1325.0,0.232,2.0295e-06,,,1749.0,2926610.0,-1
Conceal,CCX,1.33,17122.6,3061658.0,1326.0,0.006,2.0121e-06,,,164.0,9842000.0,-1
Snowball,SNOB,0.163942,31746.0,3057440.0,1327.0,0.01,2.0093e-06,,,764.0,3442782.0,-1
Tadpole,TAD,0.097433812396,4498.88,3055532.0,1328.0,0.001,2.0081e-06,814.0,,7099.0,4871690.6198,-1
Sperax,SPA,0.052917609835,412739.0,3039052.0,1329.0,0.136,1.9972e-06,,1.0,5937.0,5291760.9835,-1
Ulord,UT,0.014277264941,2937301.0,3027988.0,1330.0,0.97,1.99e-06,,,3659.0,5996451.27522,-1
Equilibria,XEQ,0.074800785019,2809.21,3025646.0,1331.0,0.001,1.9884e-06,,,4620.0,37400392.5095,-1
Surf.Finance,SURF,0.115569,30220.0,3012878.0,1332.0,0.01,1.98e-06,,,932.0,11556916.0,-1
Potcoin,POT,0.029222996221,1881.19,3012304.0,1333.0,0.001,1.9797e-06,,1.0,3890.0,4383449.43315,-1
ZMINE,ZMN,3.5,3425.87,3009775.0,1334.0,0.001,1.978e-06,,1.0,416.0,2844264.5,-1
Bitcoin Classic,BXC,0.364095,571.28,3008049.0,1335.0,0.0,1.9769e-06,,,814.0,7645995.0,-1
Mover,MOVE,40.97,336.64,3003247.0,1336.0,0.0,1.9737e-06,739.0,,7441.0,5735800.0,-1
Wall Street Games,WSG,0.00565053487,564299.0,2987424.0,1337.0,0.189,1.9633e-06,,1.0,356.0,11866123.227,-1
Content Neutrality Network,CNN,0.999288,69786.0,2984436.0,1339.0,0.023,1.9614e-06,,,24.0,4996440.0,-1
Pallapay,PALLA,72427.0,474427.0,2944219.0,1341.0,0.161,1.9349e-06,,,706.0,3041934.0,-1
TrueChain,TRUE,0.004053245488,1795024.0,2937813.0,1342.0,0.611,1.9307e-06,,1.0,713.0,4049192.0,-1
Espers,ESP,1.38,,2931394.0,1343.0,,1.9265e-06,,1.0,1197.0,6899999.999999999,-1
Mirrored ProShares VIX,MVIXY,0.242005,,2931041.0,1344.0,,1.9263e-06,,,1560.0,48401000.0,-1
PieDAO Balanced Crypto Pie,BCP,0.040543581783,24641.0,2917690.0,1345.0,0.008,1.9175e-06,,1.0,5225.0,8108716.0,-1
Hempcoin,THC,0.083094390977,251.12,2910604.0,1340.0,0.0,1.9128e-06,,1.0,4514.0,7868789.542348969,-1
GIV Token,GIV,0.995744,5482.42,2909714.0,1346.0,0.002,1.9122e-06,,,112.0,5928983.3928,-1
VIPSTARCOIN,VIPS,0.127422,29.02,2904533.0,1338.0,0.0,1.9088e-06,,1.0,496.0,12742200.0,-1
Font,FONT,1.86,195483.0,2877432.0,1347.0,0.068,1.891e-06,,,1437.0,93000000.0,-1
Zenfuse,ZEFU,0.062004523435,112713.0,2873847.0,1348.0,0.039,1.8887e-06,,,3050.0,124009046.80799548,-1
Paypolitan Token,EPAN,0.010920133462,1119083.0,2871755.0,1349.0,0.39,1.8873e-06,,1.0,1431.0,3033100.9542446323,-1
Ycash,YEC,0.282806,14538.67,2870311.0,1350.0,0.005,1.8864e-06,,,3919.0,7191937.293034,-1
qiibee,QBX,0.733715,221.96,2869084.0,1351.0,0.0,1.8855e-06,,1.0,11066.0,9255100.0,-1
EnreachDAO,NRCH,0.004706981341,25136.0,2827559.0,1353.0,0.009,1.8583e-06,,1.0,215.0,376558.50728,-1
Iteration Syndicate,ITS,0.33113,45023.0,2818947.0,1354.0,0.016,1.8526e-06,,,482.0,6953730.0,-1
Mirrored Netflix,MNFLX,0.017894461514,,2800058.0,1355.0,,1.8402e-06,,,156.0,17894461.514,-1
Berry Data,BRY,0.104626,50075.0,2797406.0,1356.0,0.018,1.8384e-06,,,4028.0,26156511.0,-1
yAxis,YAXIS,0.065258117998,203301.0,2788321.0,1357.0,0.073,1.8325e-06,,,7119.0,6525812.0,-1
UniFarm,UFARM,0.187189,112847.0,2783960.0,1358.0,0.041,1.8296e-06,,,1742.0,2756715.0,-1
UniWhales,UWL,2.75,31697.0,2779530.0,1359.0,0.011,1.8267e-06,,,300.0,2750000.0,-1
PieDAO DEFI Large Cap,DEFI+L,0.000378825732,,2778562.0,1360.0,,1.8261e-06,,1.0,638.0,3788257.32,-1
U Network,UUU,6.446e-09,169499.0,2773428.0,1363.0,0.061,1.8227e-06,,,7666.0,6446000.0,-1
MoonSwap,MOON,0.369074,172628.0,2770568.0,1361.0,0.062,1.8208e-06,,,727.0,3725054.0,-1
Honest,HNST,0.03068670799,7451.74,2770167.0,1362.0,0.003,1.8205e-06,,,3403.0,30625334.57402,-1
CrossWallet,CWT,7.83,28743.0,2760975.0,1364.0,0.01,1.8145e-06,,,118.0,0.0,-1
UTU Coin,UTU,0.260342,134466.0,2754511.0,1365.0,0.049,1.8102e-06,,,3392.0,11578908.830604,-1
DeFi Yield Protocol,DYP,0.003152236051,271267.0,2752815.0,1366.0,0.099,1.8091e-06,,1.0,323.0,2354394.4519340475,-1
Dogey-Inu,DINU,3.4176848e-05,1020.92,2749314.0,1367.0,0.0,1.8068e-06,,1.0,686.0,2392379.36,-1
indaHash,IDH,0.018741449101,154.9,2747151.0,1368.0,0.0,1.8054e-06,,1.0,1873.0,18741449.0,-1
OptionRoom,ROOM,0.300552,138996.0,2746021.0,1369.0,0.051,1.8047e-06,,1.0,701.0,3005520.0,-1
Dracula Token,DRC,0.007562291607,135400.0,2735489.0,1370.0,0.049,1.7977e-06,,,11413.0,756229.1607,-1
VeriSafe,VSF,0.293157,1.48,2735036.0,1371.0,0.0,1.7974e-06,685.0,,33186.0,7301940.0,-1
Infinity Esaham,INFS,1.3623e-08,1504.2,2723078.0,1372.0,0.001,1.7896e-06,,,55060.0,13619324.167072052,-1
Goose Finance,EGG,9.04,46032.0,2722927.0,1373.0,0.017,1.7895e-06,,,169.0,9040000.0,-1
Resfinex Token,RES,0.338805,3832.96,2719083.0,1374.0,0.001,1.787e-06,,,712.0,3387132.0,-1
UltrAlpha,UAT,0.105372,,2708576.0,1375.0,,1.7801e-06,,1.0,4864.0,2212812.0,-1
PhoenixDAO,PHNX,0.085399489806,97800.0,2703130.0,1376.0,0.036,1.7765e-06,,1.0,1233.0,7173557.143704,-1
Shardus,ULT,0.311958,54584.0,2682636.0,1377.0,0.02,1.763e-06,,1.0,7677.0,124783003.0,-1
PalGold,PALG,1.21,1201669.0,2669987.0,1378.0,0.45,1.7547e-06,,,163.0,2711481.74,-1
Public Mint,MINT,0.043403126913,27326.0,2665563.0,1379.0,0.01,1.7518e-06,3621.0,,2992.0,4991360.0,-1
BiFi,BIFI,0.053141740905,109689.0,2664292.0,1380.0,0.041,1.751e-06,,,1120.0,3002508.3611325,-1
Hiveterminal token,HVN,0.049108389147,11326.99,2653120.0,1381.0,0.004,1.7436e-06,4516.0,1.0,2672.0,5401922.80617,-1
NAGA,NGC,0.013974532234,2962.01,2649640.0,1382.0,0.001,1.7413e-06,,,2868.0,21160603.0,-1
Partner,PRC,0.009268078129,,2645400.0,1383.0,,1.7385e-06,72.0,1.0,1196.0,8048947.115023759,-1
Parallel,PAR,0.022196443324,74.95,2632927.0,1384.0,0.0,1.7303e-06,,1.0,390.0,8878577.3296,-1
Falconswap,FSW,0.002314300859,103847.0,2620162.0,1385.0,0.04,1.722e-06,,,782.0,2314300.859,-1
Amon,AMN,0.098271088126,1506.08,2599674.0,1386.0,0.001,1.7085e-06,3333.0,1.0,706.0,,-1
GAMEE,GMEE,4.92,375186.0,2594910.0,1387.0,0.145,1.7054e-06,,,3609.0,2079713.0,-1
Apollon Limassol Fan Token,APL,0.022573639452,523414.0,2593956.0,1388.0,0.202,1.7047e-06,,,1360.0,22533159.18275814,-1
Vaiot,VAI,0.054353901101,540992.0,2591758.0,1389.0,0.209,1.7033e-06,,1.0,1844.0,54353901.0,-1
Flits,FLS,0.00927000444,4915.45,2588318.0,1390.0,0.002,1.701e-06,,1.0,469.0,3708001.766729996,-1
Primecoin,XPM,45.81,353.63,2582346.0,1391.0,0.0,1.6971e-06,,1.0,367.0,2513274.0300000003,-1
SureRemit,RMT,0.000332468762,34078.0,2571216.0,1392.0,0.013,1.6898e-06,,1.0,360.0,6448473.10041284,-1
Smart MFG,MFG,0.027179437237,2825.33,2555413.0,1393.0,0.001,1.6794e-06,,,2125.0,26887258.25952281,-1
Cloakcoin,CLOAK,0.017315777263,30619.0,2548989.0,1394.0,0.012,1.6752e-06,,,2114.0,2587569.2360957083,-1
SoMee.Social [OLD],ONG,0.036384204648,2663.28,2528557.0,1352.0,0.001,1.6618e-06,,,661.0,3149690.836544493,-1
Digital Reserve Currency,DRC,0.02447301655,344025.0,2525380.0,1396.0,0.136,1.6597e-06,2921.0,,3950.0,2447301.6550000003,-1
Portion,PRT,3.58,36290.0,2522530.0,1397.0,0.014,1.6578e-06,,,1863.0,3577317.0,-1
Quark,QRK,3.7838e-08,26365.0,2521342.0,1395.0,0.01,1.657e-06,,,2663.0,37838000.0,-1
Items,ARTE,0.064002108526,309185.0,2498847.0,1398.0,0.124,1.6422e-06,,,2288.0,4213235.0,-1
Dapp.com,DAPPT,0.087603269311,123632.0,2488357.0,1399.0,0.05,1.6353e-06,,1.0,119.0,13852122.063994436,-1
Asko,ASKO,0.003679325456,340147.0,2488014.0,1400.0,0.137,1.6351e-06,,1.0,794.0,6132209.094559776,-1
BNSD Finance,BNSD,45.16,186569.0,2486168.0,1401.0,0.075,1.6339e-06,,,6093.0,4512522.68,-1
HEROcoin,PLAY,6.53,17462.46,2472158.0,1413.0,0.007,1.6247e-06,8408.0,,4616.0,4074955.08,-1
Lepricon,L3P,37243.0,121598.0,2471203.0,1402.0,0.049,1.6241e-06,,,338.0,1936628.0,-1
BitcashPay,BCP,0.047860999639,204023.0,2468486.0,1403.0,0.083,1.6223e-06,,,1530.0,47860999.639,-1
Sphere,SPHR,0.123108,63.18,2467047.0,1404.0,0.0,1.6213e-06,,1.0,1244.0,2522832.177396,-1
Lien,LIEN,0.006230931995,255788.0,2466822.0,1405.0,0.104,1.6212e-06,,1.0,1148.0,3115465.9975,-1
Orakuru,ORK,31.3,98039.0,2454096.0,1406.0,0.04,1.6128e-06,,,245.0,3129999937.4,-1
2gether,2GT,7.1,4230.07,2448664.0,1407.0,0.002,1.6092e-06,,,2215.0,7104663.0,-1
Mcashchain,MCASH,0.002149765751,,2447594.0,1408.0,,1.6085e-06,,1.0,88.0,2149766.0,-1
Mooncoin,MOON,0.427629,5.64,2442874.0,1409.0,0.0,1.6054e-06,,,1790.0,1924330.5,-1
BasketCoin,BSKT,0.019512401716,18891.35,2441537.0,1410.0,0.008,1.6046e-06,,,2439.0,2702659.7177484925,-1
ASSY Index,ASSY,0.296276,571.16,2435266.0,1411.0,0.0,1.6004e-06,,,1185.0,22220700.0,-1
Unido,UDO,0.000330675049,207957.0,2434538.0,1412.0,0.085,1.6e-06,2513.0,,426.0,6613500.98,-1
Valuto,VLU,46.73,16.34,2427382.0,1414.0,0.0,1.5953e-06,,,877.0,4673000.0,-1
Basis Share,BAS,0.630754,51684.0,2422655.0,1415.0,0.021,1.5922e-06,,,538.0,6307540.0,-1
Aventus,AVT,1.14,112276.0,2413346.0,1416.0,0.047,1.586e-06,,1.0,583.0,2713167.0,-1
OIN Finance,OIN,0.00010704036,117650.0,2407953.0,1417.0,0.049,1.5825e-06,,,1098.0,5352018.0,-1
NFT Stars,NFTS,0.124076,30507.0,2407615.0,1418.0,0.013,1.5823e-06,,,3548.0,12407600.0,-1
Delta Exchange Token,DETO,0.006254027934,7164.23,2404952.0,1419.0,0.003,1.5805e-06,,,4795.0,5315924.0,-1
Unicly Bored Ape Yacht Club Collection,UAPE,0.000120985064,,2399243.0,1420.0,,1.5768e-06,,1.0,1154.0,2419701.28,-1
Auctus,AUC,0.034852310482,8727.41,2397186.0,1421.0,0.004,1.5754e-06,3577.0,1.0,398.0,1916877.07651,-1
QuiverX,QRX,3.55,82468.0,2373947.0,1422.0,0.035,1.5601e-06,,1.0,1975.0,2194397.0,-1
Dynamic Set Dollar,DSD,0.030969588219,11128.96,2368020.0,1423.0,0.005,1.5562e-06,,,579.0,74327012.0,-1
Tripio,TRIO,0.004521922702,398382.0,2365425.0,1427.0,0.168,1.5545e-06,18098.0,1.0,429.0,4521922.7020000005,-1
EarnX,EARNX,0.004106192247,11713.81,2362987.0,1424.0,0.005,1.5529e-06,,1.0,1099.0,4106192.247,-1
SWAPZ.app,SWAPZ,0.116298,244294.0,2359574.0,1425.0,0.104,1.5507e-06,,,430.0,58149000.0,-1
EXRT Network,EXRT,0.042451528886,6156.13,2358384.0,1426.0,0.003,1.5499e-06,,,2077.0,5971301.4613544885,-1
Snowswap,SNOW,5.31399e-07,55500.0,2354627.0,1428.0,0.024,1.5474e-06,,,9554.0,11140405.0,-1
cSAI,CSAI,0.216605,,2352013.0,1429.0,,1.5457e-06,,,1820.0,2067852.12325,-1
Utopia Genesis Foundation,UOP,0.001681346939,471.34,2350167.0,1430.0,0.0,1.5445e-06,,1.0,1881.0,8406735.0,-1
Essentia,ESS,1.49,298627.0,2346105.0,1432.0,0.127,1.5418e-06,21769.0,1.0,3448.0,37250000.0,-1
Quadrant Protocol,EQUAD,0.004324237172,70776.0,2343757.0,1431.0,0.03,1.5403e-06,,,1771.0,2162118.586,-1
eosDAC,EOSDAC,0.070245084566,62449.0,2337861.0,1434.0,0.027,1.5364e-06,,,677.0,6731375.99968642,-1
OKCash,OK,0.068828476498,158526.0,2335855.0,1433.0,0.068,1.5351e-06,,1.0,140.0,68828476.498,-1
TosDis,DIS,0.361924,106725.0,2334957.0,1435.0,0.046,1.5345e-06,,1.0,2427.0,18096200.0,-1
Papel Token,PAPEL,0.198522,458607.0,2331946.0,1436.0,0.197,1.5325e-06,,,291.0,2478417.0,-1
LITEX,LXT,6.11,193826.0,2326857.0,1437.0,0.083,1.5292e-06,,1.0,11238.0,3054734.0,-1
SINOVATE,SIN,0.270537,335295.0,2323755.0,1438.0,0.144,1.5272e-06,,1.0,3349.0,5410739.0,-1
EmerCoin,EMC,0.00091030726,36427.0,2311015.0,1439.0,0.016,1.5188e-06,,1.0,438.0,4551536.3,-1
CRD Network,CRD,0.003735945481,1285.02,2296747.0,1440.0,0.001,1.5094e-06,,,344.0,3647140.106753089,-1
Uniqly,UNIQ,0.041194309226,367839.0,2296706.0,1441.0,0.16,1.5094e-06,,1.0,400.0,7791958.337334862,-1
Yield Protocol,YIELD,0.109193,16638.91,2296424.0,1442.0,0.007,1.5092e-06,,,1061.0,1091930.0,-1
MobileGo,MGO,0.015613263886,1720452.0,2282820.0,1443.0,0.754,1.5003e-06,15020.0,,1136.0,3937119.140597842,-1
Waifu Token,WAIF,5.2475685e-05,191230.0,2273445.0,1444.0,0.084,1.4941e-06,,,5853.0,5247568.5,-1
Yield,YLD,0.002738415702,6687.02,2271598.0,1445.0,0.003,1.4929e-06,,1.0,2459.0,2738415.702,-1
Gameswap,GSWAP,0.002314536915,36548.0,2258286.0,1446.0,0.016,1.4841e-06,,1.0,4238.0,4062737.599201664,-1
Bismuth,BIS,5.82,5959.12,2248564.0,1447.0,0.003,1.4777e-06,,1.0,3337.0,5905238.0,-1
CanYaCoin,CAN,0.388555,2121.0,2245520.0,1448.0,0.001,1.4757e-06,63285.0,,75.0,38855500.0,-1
Tourist Review Token,TRET,0.252266,,2241760.0,1449.0,,1.4733e-06,,,3093.0,25226600.0,-1
SmartCredit Token,SMARTCREDIT,0.212105,38284.0,2239435.0,1450.0,0.017,1.4717e-06,,,749.0,21210224.2635,-1
Transfercoin,TX,0.00166404745,,2233628.0,1451.0,,1.4679e-06,,1.0,367.0,3328094.9,-1
SparkPoint Fuel,SFUEL,0.253716,3215.87,2223237.0,1452.0,0.001,1.4611e-06,,1.0,299.0,25371609.0,-1
Fear,FEAR,0.273766,88974.0,2219758.0,1453.0,0.04,1.4588e-06,,,60.0,2349350.853132,-1
Litecash,CASH,3.39e-09,14232.05,2217387.0,1454.0,0.006,1.4573e-06,,,436.0,3390000.0,-1
LaunchX,LNCHX,0.024149090599,75130.0,2216162.0,1455.0,0.034,1.4564e-06,,,1742.0,2535654.512895,-1
Collateral Pay,COLL,0.002205151075,235099.0,2214167.0,1456.0,0.106,1.4551e-06,,,208.0,2205151.075,-1
MotaCoin,MOTA,0.002389245736,560.99,2211530.0,1457.0,0.0,1.4534e-06,,,512.0,2867094.8832,-1
LibraToken,LBA,0.01955721096,488290.0,2201534.0,1459.0,0.222,1.4468e-06,32452.0,,1972.0,2421874.0,-1
Habitat,HBT,0.167322,22555.0,2198857.0,1458.0,0.01,1.4451e-06,,,7278.0,16812407.0,-1
Omni,OMNI,0.228673,3392.58,2194397.0,1460.0,0.002,1.4421e-06,,,1470.0,22867279.0,-1
Meritcoins,MRC,0.005358684611,,2174717.0,1461.0,,1.4292e-06,,,433.0,5358684.611,-1
Bitball,BTB,0.00481560532,178005.0,2160413.0,1462.0,0.082,1.4198e-06,6347.0,,552.0,4815605.315184395,-1
DMM: Governance,DMG,0.008208533039,865336.0,2157834.0,1463.0,0.401,1.4181e-06,,,365.0,2052133.25975,-1
zHEGIC,ZHEGIC,3.916322e-06,,2155041.0,1464.0,,1.4163e-06,,,1927.0,2110897.558,-1
SpiderDAO,SPDR,0.002927228522,86331.0,2145185.0,1465.0,0.04,1.4098e-06,,1.0,1097.0,,-1
MoonPirate,MOONPIRATE,0.000331586526,8889.78,2145172.0,1466.0,0.004,1.4098e-06,,,159.0,20425730.0016,-1
Bitcoin Plus,XBC,2.03,99558.0,2135731.0,1470.0,0.047,1.4036e-06,,,367.0,2031086.0,-1
Pinkcoin,PINK,0.068256899321,981.71,2135376.0,1467.0,0.0,1.4034e-06,,,1573.0,10238534.89815,-1
Squirrel Finance,NUTS,0.024907318565,56787.0,2130391.0,1469.0,0.027,1.4001e-06,,,574.0,4929603.263445026,-1
CPChain,CPC,0.000500284162,96295.0,2129829.0,1468.0,0.045,1.3997e-06,8541.0,1.0,191.0,4252415.377,-1
Hush,HUSH,0.269228,3389.54,2117764.0,1472.0,0.002,1.3918e-06,,1.0,682.0,,-1
DUST Token,DUST,0.004440200438,623.85,2116085.0,1473.0,0.0,1.3907e-06,,1.0,300.0,5516296.072778788,-1
Manifold Finance,FOLD,69.88,16572.33,2115546.0,1474.0,0.008,1.3903e-06,,,522.0,2306040.0,-1
SignatureChain,SIGN,2.17,17073.47,2113882.0,1475.0,0.008,1.3892e-06,,,979.0,10844667.0,-1
DAOventures,DVG,0.001928375416,126779.0,2112452.0,1476.0,0.06,1.3883e-06,,1.0,1572.0,2892563.124,-1
Pascal,PASC,0.008470381917,34020.0,2104692.0,1471.0,0.016,1.3832e-06,,1.0,1505.0,6588074.817745258,-1
IxiCash,IXI,6.8294035e-05,195.46,2100603.0,1477.0,0.0,1.3805e-06,,,1027.0,4660589.830505,-1
Internxt,INXT,5.88,166021.0,2098929.0,1478.0,0.079,1.3794e-06,1911.0,1.0,347.0,11762028.0,-1
TopBidder,BID,0.02953990354,5907.97,2094728.0,1479.0,0.003,1.3766e-06,,,149.0,2953990.354,-1
Component,CMP,0.072124925955,2075.84,2090988.0,1480.0,0.001,1.3742e-06,566.0,,4163.0,5219876.0,-1
MCH Coin,MCHC,0.019203982613,189156.0,2087885.0,1481.0,0.091,1.3721e-06,,,1480.0,4829452.0,-1
King Arthur,BKING,0.749916,830.24,2081470.0,1482.0,0.0,1.3679e-06,,,3572.0,9748908.0,-1
APY.vision,VISION,0.00952839555,12937.71,2081158.0,1483.0,0.006,1.3677e-06,,,2762.0,9505790.022318147,-1
Flixxo,FLIXX,0.04109259909,16480.21,2080775.0,1484.0,0.008,1.3675e-06,,1.0,5699.0,10255713.0,-1
PorkSwap,PSWAP,1.78,52358.0,2076442.0,1485.0,0.025,1.3646e-06,,,2911.0,,-1
aiRight,AIRI,0.096282185917,128864.0,2074088.0,1486.0,0.062,1.3631e-06,,,886.0,9628219.0,-1
